,Climate Zone,City,U,SHGC,HeatingSource,CoolingSource,FanSource,TotalSource
222,4B,Albuquerque,0.5,0.7000000000000001,630.6928800000001,3544.0630199999996,2308.99636,6483.75226
223,4B,Albuquerque,0.5,0.75,620.0046400000001,3654.81301,2358.7816,6633.599249999999
224,4B,Albuquerque,0.5,0.8500000000000001,600.1349200000001,3873.1143199999997,2459.9672499999997,6933.21649
225,4B,Albuquerque,0.5,0.8,609.1646400000001,3763.88449,2409.1369,6782.186030000001
226,4B,Albuquerque,0.5,0.9500000000000001,582.3573200000001,4090.68722,2560.42449,7233.46903
227,4B,Albuquerque,0.5,0.9,591.04016,3981.36238,2511.24098,7083.64352
228,4B,Albuquerque,0.6000000000000001,0.01,914.8418000000001,2380.69724,1735.54767,5031.08671
229,4B,Albuquerque,0.6000000000000001,0.15000000000000002,902.2565600000001,2308.45797,1824.16033,5034.87486
230,4B,Albuquerque,0.6000000000000001,0.1,952.30484,2254.04891,1788.87995,4995.233700000001
231,4B,Albuquerque,0.6000000000000001,0.25,838.0837600000001,2469.43658,1893.70765,5201.22799
232,4B,Albuquerque,0.6000000000000001,0.2,865.8666800000001,2382.62911,1857.1921399999997,5105.68793
233,4B,Albuquerque,0.6000000000000001,0.30000000000000004,814.1598800000002,2566.4734599999997,1932.4400599999997,5313.073399999999
234,4B,Albuquerque,0.6000000000000001,0.35000000000000003,791.8186400000001,2673.1063499999996,1972.8193099999996,5437.744299999999
235,4B,Albuquerque,0.6000000000000001,0.45,755.7864800000001,2898.3433899999995,2057.5365599999996,5711.666429999999
236,4B,Albuquerque,0.6000000000000001,0.4,772.11152,2784.9331199999997,2012.9451999999999,5569.989839999999
237,4B,Albuquerque,0.6000000000000001,0.55,720.8816800000001,3126.84244,2146.0858799999996,5993.8099999999995
238,4B,Albuquerque,0.6000000000000001,0.5,739.8408400000001,3011.7853299999997,2102.2862699999996,5853.912439999999
239,4B,Albuquerque,0.6000000000000001,0.6000000000000001,706.2476800000001,3241.4244999999996,2193.02082,6140.692999999999
240,4B,Albuquerque,0.6000000000000001,0.65,691.7112400000001,3356.03823,2240.52582,6288.27529
241,4B,Albuquerque,0.6000000000000001,0.7000000000000001,677.67344,3468.1500299999993,2288.03082,6433.854289999999
242,4B,Albuquerque,0.6000000000000001,0.75,663.6681600000001,3578.45664,2336.54926,6578.674059999999
243,4B,Albuquerque,0.6000000000000001,0.8500000000000001,640.92584,3792.7991999999995,2435.1696399999996,6868.894679999999
244,4B,Albuquerque,0.6000000000000001,0.8,651.85256,3685.9129499999995,2385.66943,6723.434939999999
245,4B,Albuquerque,0.6000000000000001,0.9500000000000001,621.8799600000001,4000.42772,2531.41477,7153.722449999999
246,4B,Albuquerque,0.6000000000000001,0.9,630.8121199999999,3899.2737399999996,2485.04989,7015.1357499999995
247,4B,Albuquerque,0.65,0.01,969.3778400000001,2368.75765,1735.10429,5073.23978
248,4B,Albuquerque,0.65,0.15000000000000002,930.1587200000001,2302.28232,1824.47703,5056.91807
249,4B,Albuquerque,0.65,0.1,990.2014800000001,2245.02296,1789.0699699999998,5024.2944099999995
250,4B,Albuquerque,0.65,0.25,866.4845600000001,2465.1928,1896.0829,5227.76026
251,4B,Albuquerque,0.65,0.2,895.7850800000001,2378.22698,1858.64896,5132.66102
252,4B,Albuquerque,0.65,0.30000000000000004,841.4333200000001,2564.3199,1936.08211,5341.83533
253,4B,Albuquerque,0.65,0.35000000000000003,818.49588,2671.5545199999997,1976.9680799999999,5467.01848
254,4B,Albuquerque,0.65,0.45,781.4014000000001,2896.56987,2063.17382,5741.14509
255,4B,Albuquerque,0.65,0.4,798.2034000000001,2783.38129,2018.45578,5600.04047
256,4B,Albuquerque,0.65,0.55,745.2066400000001,3120.6984599999996,2150.51968,6016.424779999999
257,4B,Albuquerque,0.65,0.5,764.1983200000001,3008.80835,2107.7335099999996,5880.740179999999
258,4B,Albuquerque,0.65,0.6000000000000001,730.3992,3232.7469199999996,2196.53619,6159.682309999999
259,4B,Albuquerque,0.65,0.65,713.9224,3352.83956,2245.5296799999996,6312.2916399999995
260,4B,Albuquerque,0.65,0.7000000000000001,699.20168,3461.8160299999995,2292.02124,6453.038949999999
261,4B,Albuquerque,0.65,0.75,684.15576,3570.9508499999997,2339.58958,6594.69619
